プロット タイトル: site17_spot131_2024,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155732, SEN S/N: 21155732)",カプラー取り外し (LGR S/N: 21155732),カプラー取り付け (LGR S/N: 21155732),ホスト接続 (LGR S/N: 21155732),ファイルの終わり (LGR S/N: 21155732)
7367,08/27/24 06:00:00 午前,29.414,,,,
7368,08/27/24 07:00:00 午前,29.414,,,,
7369,08/27/24 08:00:00 午前,28.518,,,,
7370,08/27/24 09:00:00 午前,29.34,,,,
7371,08/27/24 10:00:00 午前,29.464,,,,
7372,08/27/24 11:00:00 午前,29.69,,,,
7373,08/27/24 12:00:00 午後,29.765,,,,
7374,08/27/24 01:00:00 午後,30.117,,,,
7375,08/27/24 02:00:00 午後,30.217,,,,
7376,08/27/24 03:00:00 午後,30.52,,,,
7377,08/27/24 04:00:00 午後,30.596,,,,
7378,08/27/24 05:00:00 午後,30.243,,,,
7379,08/27/24 06:00:00 午後,29.916,,,,
7380,08/27/24 07:00:00 午後,29.715,,,,
7381,08/27/24 08:00:00 午後,29.991,,,,
7382,08/27/24 09:00:00 午後,30.217,,,,
7383,08/27/24 10:00:00 午後,29.84,,,,
7384,08/27/24 11:00:00 午後,30.167,,,,
7385,08/28/24 12:00:00 午前,30.117,,,,
7386,08/28/24 01:00:00 午前,30.117,,,,
7387,08/28/24 02:00:00 午前,30.167,,,,
7388,08/28/24 03:00:00 午前,30.091,,,,
7389,08/28/24 04:00:00 午前,30.167,,,,
7390,08/28/24 05:00:00 午前,30.016,,,,
7391,08/28/24 06:00:00 午前,29.991,,,,
7392,08/28/24 07:00:00 午前,29.941,,,,
7393,08/28/24 08:00:00 午前,29.715,,,,
7394,08/28/24 09:00:00 午前,29.815,,,,
7395,08/28/24 10:00:00 午前,29.84,,,,
7396,08/28/24 11:00:00 午前,29.815,,,,
7397,08/28/24 12:00:00 午後,29.941,,,,
7398,08/28/24 01:00:00 午後,30.016,,,,
7399,08/28/24 02:00:00 午後,30.369,,,,
7400,08/28/24 03:00:00 午後,30.293,,,,
7401,08/28/24 04:00:00 午後,30.117,,,,
7402,08/28/24 05:00:00 午後,30.016,,,,
7403,08/28/24 06:00:00 午後,29.815,,,,
7404,08/28/24 07:00:00 午後,29.815,,,,
7405,08/28/24 08:00:00 午後,29.765,,,,
7406,08/28/24 09:00:00 午後,30.293,,,,
7407,08/28/24 10:00:00 午後,29.941,,,,
7408,08/28/24 11:00:00 午後,29.89,,,,
7409,08/29/24 12:00:00 午前,29.414,,,,
7410,08/29/24 01:00:00 午前,29.439,,,,
7411,08/29/24 02:00:00 午前,29.565,,,,
7412,08/29/24 03:00:00 午前,29.74,,,,
7413,08/29/24 04:00:00 午前,29.89,,,,
7414,08/29/24 05:00:00 午前,30.318,,,,
7415,08/29/24 06:00:00 午前,30.243,,,,
7416,08/29/24 07:00:00 午前,30.243,,,,
7417,08/29/24 08:00:00 午前,29.916,,,,
7418,08/29/24 09:00:00 午前,29.89,,,,
7419,08/29/24 10:00:00 午前,29.765,,,,
7420,08/29/24 11:00:00 午前,29.79,,,,
7421,08/29/24 12:00:00 午後,29.865,,,,
7422,08/29/24 01:00:00 午後,30.041,,,,
7423,08/29/24 02:00:00 午後,30.041,,,,
7424,08/29/24 03:00:00 午後,30.066,,,,
7425,08/29/24 04:00:00 午後,30.066,,,,
7426,08/29/24 05:00:00 午後,30.192,,,,
7427,08/29/24 06:00:00 午後,30.268,,,,
7428,08/29/24 07:00:00 午後,30.217,,,,
7429,08/29/24 08:00:00 午後,30.192,,,,
7430,08/29/24 09:00:00 午後,30.192,,,,
7431,08/29/24 10:00:00 午後,30.142,,,,
7432,08/29/24 11:00:00 午後,29.615,,,,
7433,08/30/24 12:00:00 午前,30.016,,,,
7434,08/30/24 01:00:00 午前,30.167,,,,
7435,08/30/24 02:00:00 午前,30.167,,,,
7436,08/30/24 03:00:00 午前,30.243,,,,
7437,08/30/24 04:00:00 午前,30.394,,,,
7438,08/30/24 05:00:00 午前,30.243,,,,
7439,08/30/24 06:00:00 午前,30.117,,,,
7440,08/30/24 07:00:00 午前,30.066,,,,
7441,08/30/24 08:00:00 午前,30.142,,,,
7442,08/30/24 09:00:00 午前,30.041,,,,
7443,08/30/24 10:00:00 午前,29.715,,,,
7444,08/30/24 11:00:00 午前,30.066,,,,
7445,08/30/24 12:00:00 午後,30.52,,,,
7446,08/30/24 01:00:00 午後,30.469,,,,
7447,08/30/24 02:00:00 午後,30.798,,,,
7448,08/30/24 03:00:00 午後,30.824,,,,
7449,08/30/24 04:00:00 午後,31.281,,,,
7450,08/30/24 05:00:00 午後,31.153,,,,
7451,08/30/24 06:00:00 午後,30.874,,,,
7452,08/30/24 07:00:00 午後,30.976,,,,
7453,08/30/24 08:00:00 午後,30.976,,,,
7454,08/30/24 09:00:00 午後,30.95,,,,
7455,08/30/24 10:00:00 午後,30.646,,,,
7456,08/30/24 11:00:00 午後,30.217,,,,
7457,08/31/24 12:00:00 午前,30.066,,,,
7458,08/31/24 01:00:00 午前,28.99,,,,
7459,08/31/24 02:00:00 午前,28.493,,,,
7460,08/31/24 03:00:00 午前,29.115,,,,
7461,08/31/24 04:00:00 午前,29.64,,,,
7462,08/31/24 05:00:00 午前,29.966,,,,
7463,08/31/24 06:00:00 午前,30.041,,,,
7464,08/31/24 07:00:00 午前,30.293,,,,
7465,08/31/24 08:00:00 午前,30.545,,,,
7466,08/31/24 09:00:00 午前,30.545,,,,
7467,08/31/24 10:00:00 午前,30.646,,,,
7468,08/31/24 11:00:00 午前,30.52,,,,
7469,08/31/24 12:00:00 午後,30.596,,,,
7470,08/31/24 01:00:00 午後,31.052,,,,
7471,08/31/24 02:00:00 午後,31.357,,,,
7472,08/31/24 03:00:00 午後,31.816,,,,
7473,08/31/24 04:00:00 午後,31.689,,,,
7474,08/31/24 05:00:00 午後,31.459,,,,
7475,08/31/24 06:00:00 午後,31.306,,,,
7476,08/31/24 07:00:00 午後,31.484,,,,
7477,08/31/24 08:00:00 午後,30.976,,,,
7478,08/31/24 09:00:00 午後,30.95,,,,
7479,08/31/24 10:00:00 午後,30.773,,,,
7480,08/31/24 11:00:00 午後,30.419,,,,
7481,09/01/24 12:00:00 午前,29.265,,,,
7482,09/01/24 01:00:00 午前,30.066,,,,
7483,09/01/24 02:00:00 午前,28.916,,,,
7484,09/01/24 03:00:00 午前,29.065,,,,
7485,09/01/24 04:00:00 午前,29.29,,,,
7486,09/01/24 05:00:00 午前,29.414,,,,
7487,09/01/24 06:00:00 午前,30.192,,,,
7488,09/01/24 07:00:00 午前,30.268,,,,
7489,09/01/24 08:00:00 午前,30.545,,,,
7490,09/01/24 09:00:00 午前,30.394,,,,
7491,09/01/24 10:00:00 午前,30.976,,,,
7492,09/01/24 11:00:00 午前,31.128,,,,
7493,09/01/24 12:00:00 午後,31.281,,,,
7494,09/01/24 01:00:00 午後,31.23,,,,
7495,09/01/24 02:00:00 午後,30.142,,,,
7496,09/01/24 03:00:00 午後,30.016,,,,
7497,09/01/24 04:00:00 午後,29.74,,,,
7498,09/01/24 05:00:00 午後,30.041,,,,
7499,09/01/24 06:00:00 午後,30.016,,,,
7500,09/01/24 07:00:00 午後,29.89,,,,
7501,09/01/24 08:00:00 午後,29.815,,,,
7502,09/01/24 09:00:00 午後,30.318,,,,
7503,09/01/24 10:00:00 午後,30.571,,,,
7504,09/01/24 11:00:00 午後,30.925,,,,
7505,09/02/24 12:00:00 午前,29.49,,,,
7506,09/02/24 01:00:00 午前,27.949,,,,
7507,09/02/24 02:00:00 午前,28.99,,,,
7508,09/02/24 03:00:00 午前,27.53,,,,
7509,09/02/24 04:00:00 午前,27.333,,,,
7510,09/02/24 05:00:00 午前,28.692,,,,
7511,09/02/24 06:00:00 午前,29.439,,,,
7512,09/02/24 07:00:00 午前,29.79,,,,
7513,09/02/24 08:00:00 午前,29.69,,,,
7514,09/02/24 09:00:00 午前,30.419,,,,
7515,09/02/24 10:00:00 午前,30.646,,,,
7516,09/02/24 11:00:00 午前,30.596,,,,
7517,09/02/24 12:00:00 午後,30.925,,,,
7518,09/02/24 01:00:00 午後,30.976,,,,
7519,09/02/24 02:00:00 午後,30.925,,,,
7520,09/02/24 03:00:00 午後,30.672,,,,
7521,09/02/24 04:00:00 午後,30.697,,,,
7522,09/02/24 05:00:00 午後,30.976,,,,
7523,09/02/24 06:00:00 午後,30.545,,,,
7524,09/02/24 07:00:00 午後,30.394,,,,
7525,09/02/24 08:00:00 午後,30.318,,,,
7526,09/02/24 09:00:00 午後,30.469,,,,
7527,09/02/24 10:00:00 午後,30.394,,,,
7528,09/02/24 11:00:00 午後,29.815,,,,
7529,09/03/24 12:00:00 午前,29.966,,,,
7530,09/03/24 01:00:00 午前,29.115,,,,
7531,09/03/24 02:00:00 午前,30.041,,,,
7532,09/03/24 03:00:00 午前,29.916,,,,
7533,09/03/24 04:00:00 午前,29.365,,,,
7534,09/03/24 05:00:00 午前,29.515,,,,
7535,09/03/24 06:00:00 午前,29.615,,,,
7536,09/03/24 07:00:00 午前,29.615,,,,
7537,09/03/24 08:00:00 午前,29.665,,,,
7538,09/03/24 09:00:00 午前,29.74,,,,
7539,09/03/24 10:00:00 午前,29.89,,,,
7540,09/03/24 11:00:00 午前,30.192,,,,
7541,09/03/24 12:00:00 午後,30.369,,,,
7542,09/03/24 01:00:00 午後,29.765,,,,
7543,09/03/24 02:00:00 午後,29.815,,,,
7544,09/03/24 03:00:00 午後,30.167,,,,
7545,09/03/24 04:00:00 午後,30.268,,,,
7546,09/03/24 05:00:00 午後,30.318,,,,
7547,09/03/24 06:00:00 午後,30.243,,,,
7548,09/03/24 07:00:00 午後,30.293,,,,
7549,09/03/24 08:00:00 午後,30.293,,,,
7550,09/03/24 09:00:00 午後,30.343,,,,
7551,09/03/24 10:00:00 午後,30.343,,,,
7552,09/03/24 11:00:00 午後,29.991,,,,
7553,09/04/24 12:00:00 午前,30.192,,,,
7554,09/04/24 01:00:00 午前,30.167,,,,
7555,09/04/24 02:00:00 午前,29.966,,,,
7556,09/04/24 03:00:00 午前,27.431,,,,
7557,09/04/24 04:00:00 午前,29.215,,,,
7558,09/04/24 05:00:00 午前,30.167,,,,
7559,09/04/24 06:00:00 午前,30.217,,,,
7560,09/04/24 07:00:00 午前,30.142,,,,
7561,09/04/24 08:00:00 午前,30.748,,,,
7562,09/04/24 09:00:00 午前,30.849,,,,
7563,09/04/24 10:00:00 午前,30.976,,,,
7564,09/04/24 11:00:00 午前,30.874,,,,
7565,09/04/24 12:00:00 午後,31.077,,,,
7566,09/04/24 01:00:00 午後,31.204,,,,
7567,09/04/24 02:00:00 午後,30.52,,,,
7568,09/04/24 03:00:00 午後,29.389,,,,
7569,09/04/24 04:00:00 午後,29.665,,,,
7570,09/04/24 05:00:00 午後,30.192,,,,
7571,09/04/24 06:00:00 午後,30.142,,,,
7572,09/04/24 07:00:00 午後,29.941,,,,
7573,09/04/24 08:00:00 午後,30.041,,,,
7574,09/04/24 09:00:00 午後,30.041,,,,
7575,09/04/24 10:00:00 午後,30.016,,,,
7576,09/04/24 11:00:00 午後,29.966,,,,
7577,09/05/24 12:00:00 午前,29.89,,,,
7578,09/05/24 01:00:00 午前,29.966,,,,
7579,09/05/24 02:00:00 午前,30.117,,,,
7580,09/05/24 03:00:00 午前,30.167,,,,
7581,09/05/24 04:00:00 午前,30.394,,,,
7582,09/05/24 05:00:00 午前,30.444,,,,
7583,09/05/24 06:00:00 午前,30.419,,,,
7584,09/05/24 07:00:00 午前,30.217,,,,
7585,09/05/24 08:00:00 午前,30.167,,,,
7586,09/05/24 09:00:00 午前,30.495,,,,
7587,09/05/24 10:00:00 午前,30.621,,,,
7588,09/05/24 11:00:00 午前,30.697,,,,
7589,09/05/24 12:00:00 午後,30.722,,,,
7590,09/05/24 01:00:00 午後,30.824,,,,
7591,09/05/24 02:00:00 午後,30.9,,,,
7592,09/05/24 03:00:00 午後,30.697,,,,
7593,09/05/24 04:00:00 午後,30.672,,,,
7594,09/05/24 05:00:00 午後,30.596,,,,
7595,09/05/24 06:00:00 午後,30.722,,,,
7596,09/05/24 07:00:00 午後,30.773,,,,
7597,09/05/24 08:00:00 午後,30.697,,,,
7598,09/05/24 09:00:00 午後,30.596,,,,
7599,09/05/24 10:00:00 午後,30.672,,,,
7600,09/05/24 11:00:00 午後,30.621,,,,
7601,09/06/24 12:00:00 午前,30.318,,,,
7602,09/06/24 01:00:00 午前,30.343,,,,
7603,09/06/24 02:00:00 午前,30.596,,,,
7604,09/06/24 03:00:00 午前,30.672,,,,
7605,09/06/24 04:00:00 午前,30.495,,,,
7606,09/06/24 05:00:00 午前,29.565,,,,
7607,09/06/24 06:00:00 午前,29.916,,,,
7608,09/06/24 07:00:00 午前,30.318,,,,
7609,09/06/24 08:00:00 午前,30.52,,,,
7610,09/06/24 09:00:00 午前,30.571,,,,
7611,09/06/24 10:00:00 午前,30.773,,,,
7612,09/06/24 11:00:00 午前,30.773,,,,
7613,09/06/24 12:00:00 午後,30.95,,,,
7614,09/06/24 01:00:00 午後,31.026,,,,
7615,09/06/24 02:00:00 午後,30.925,,,,
7616,09/06/24 03:00:00 午後,30.925,,,,
7617,09/06/24 04:00:00 午後,29.865,,,,
7618,09/06/24 05:00:00 午後,29.439,,,,
7619,09/06/24 06:00:00 午後,29.665,,,,
7620,09/06/24 07:00:00 午後,29.315,,,,
7621,09/06/24 08:00:00 午後,29.565,,,,
7622,09/06/24 09:00:00 午後,30.091,,,,
7623,09/06/24 10:00:00 午後,30.243,,,,
7624,09/06/24 11:00:00 午後,30.545,,,,
7625,09/07/24 12:00:00 午前,30.672,,,,
7626,09/07/24 01:00:00 午前,30.697,,,,
7627,09/07/24 02:00:00 午前,30.672,,,,
7628,09/07/24 03:00:00 午前,30.646,,,,
7629,09/07/24 04:00:00 午前,30.621,,,,
7630,09/07/24 05:00:00 午前,30.571,,,,
7631,09/07/24 06:00:00 午前,30.621,,,,
7632,09/07/24 07:00:00 午前,30.621,,,,
7633,09/07/24 08:00:00 午前,30.495,,,,
7634,09/07/24 09:00:00 午前,30.571,,,,
7635,09/07/24 10:00:00 午前,30.748,,,,
7636,09/07/24 11:00:00 午前,30.976,,,,
7637,09/07/24 12:00:00 午後,30.976,,,,
7638,09/07/24 01:00:00 午後,30.925,,,,
7639,09/07/24 02:00:00 午後,30.9,,,,
7640,09/07/24 03:00:00 午後,30.722,,,,
7641,09/07/24 04:00:00 午後,30.52,,,,
7642,09/07/24 05:00:00 午後,30.672,,,,
7643,09/07/24 06:00:00 午後,30.722,,,,
7644,09/07/24 07:00:00 午後,30.672,,,,
7645,09/07/24 08:00:00 午後,30.621,,,,
7646,09/07/24 09:00:00 午後,30.596,,,,
7647,09/07/24 10:00:00 午後,30.495,,,,
7648,09/07/24 11:00:00 午後,30.142,,,,
7649,09/08/24 12:00:00 午前,30.571,,,,
7650,09/08/24 01:00:00 午前,30.722,,,,
7651,09/08/24 02:00:00 午前,30.748,,,,
7652,09/08/24 03:00:00 午前,30.596,,,,
7653,09/08/24 04:00:00 午前,30.343,,,,
7654,09/08/24 05:00:00 午前,29.765,,,,
7655,09/08/24 06:00:00 午前,29.14,,,,
7656,09/08/24 07:00:00 午前,29.265,,,,
7657,09/08/24 08:00:00 午前,29.79,,,,
7658,09/08/24 09:00:00 午前,30.142,,,,
7659,09/08/24 10:00:00 午前,30.672,,,,
7660,09/08/24 11:00:00 午前,30.444,,,,
7661,09/08/24 12:00:00 午後,30.824,,,,
7662,09/08/24 01:00:00 午後,30.874,,,,
7663,09/08/24 02:00:00 午後,30.95,,,,
7664,09/08/24 03:00:00 午後,30.495,,,,
7665,09/08/24 04:00:00 午後,29.991,,,,
7666,09/08/24 05:00:00 午後,30.444,,,,
7667,09/08/24 06:00:00 午後,30.444,,,,
7668,09/08/24 07:00:00 午後,30.469,,,,
7669,09/08/24 08:00:00 午後,30.545,,,,
7670,09/08/24 09:00:00 午後,30.117,,,,
7671,09/08/24 10:00:00 午後,30.192,,,,
7672,09/08/24 11:00:00 午後,30.117,,,,
7673,09/09/24 12:00:00 午前,30.091,,,,
7674,09/09/24 01:00:00 午前,30.117,,,,
7675,09/09/24 02:00:00 午前,30.117,,,,
7676,09/09/24 03:00:00 午前,30.066,,,,
7677,09/09/24 04:00:00 午前,30.117,,,,
7678,09/09/24 05:00:00 午前,30.041,,,,
7679,09/09/24 06:00:00 午前,29.941,,,,
7680,09/09/24 07:00:00 午前,29.966,,,,
7681,09/09/24 08:00:00 午前,29.941,,,,
7682,09/09/24 09:00:00 午前,30.041,,,,
7683,09/09/24 10:00:00 午前,30.142,,,,
7684,09/09/24 11:00:00 午前,30.192,,,,
7685,09/09/24 12:00:00 午後,30.394,,,,
7686,09/09/24 01:00:00 午後,30.672,,,,
7687,09/09/24 02:00:00 午後,30.697,,,,
7688,09/09/24 03:00:00 午後,30.748,,,,
7689,09/09/24 04:00:00 午後,30.773,,,,
7690,09/09/24 05:00:00 午後,30.722,,,,
7691,09/09/24 06:00:00 午後,30.596,,,,
7692,09/09/24 07:00:00 午後,30.52,,,,
7693,09/09/24 08:00:00 午後,30.571,,,,
7694,09/09/24 09:00:00 午後,30.571,,,,
7695,09/09/24 10:00:00 午後,30.469,,,,
7696,09/09/24 11:00:00 午後,30.394,,,,
7697,09/10/24 12:00:00 午前,30.293,,,,
7698,09/10/24 01:00:00 午前,30.318,,,,
7699,09/10/24 02:00:00 午前,30.268,,,,
7700,09/10/24 03:00:00 午前,30.268,,,,
7701,09/10/24 04:00:00 午前,30.243,,,,
7702,09/10/24 05:00:00 午前,30.217,,,,
7703,09/10/24 06:00:00 午前,30.192,,,,
7704,09/10/24 07:00:00 午前,30.167,,,,
7705,09/10/24 08:00:00 午前,30.243,,,,
7706,09/10/24 09:00:00 午前,30.192,,,,
7707,09/10/24 10:00:00 午前,30.243,,,,
7708,09/10/24 11:00:00 午前,30.571,,,,
7709,09/10/24 12:00:00 午後,30.596,,,,
7710,09/10/24 01:00:00 午後,30.596,,,,
7711,09/10/24 02:00:00 午後,30.621,,,,
7712,09/10/24 03:00:00 午後,30.646,,,,
7713,09/10/24 04:00:00 午後,30.773,,,,
7714,09/10/24 05:00:00 午後,30.748,,,,
7715,09/10/24 06:00:00 午後,30.748,,,,
7716,09/10/24 07:00:00 午後,30.697,,,,
7717,09/10/24 08:00:00 午後,30.672,,,,
7718,09/10/24 09:00:00 午後,30.697,,,,
7719,09/10/24 10:00:00 午後,30.672,,,,
7720,09/10/24 11:00:00 午後,30.672,,,,
7721,09/11/24 12:00:00 午前,30.621,,,,
7722,09/11/24 01:00:00 午前,30.596,,,,
7723,09/11/24 02:00:00 午前,30.596,,,,
7724,09/11/24 03:00:00 午前,30.243,,,,
7725,09/11/24 04:00:00 午前,30.318,,,,
7726,09/11/24 05:00:00 午前,30.444,,,,
7727,09/11/24 06:00:00 午前,30.495,,,,
7728,09/11/24 07:00:00 午前,30.444,,,,
7729,09/11/24 08:00:00 午前,30.369,,,,
7730,09/11/24 09:00:00 午前,30.419,,,,
7731,09/11/24 10:00:00 午前,30.217,,,,
7732,09/11/24 11:00:00 午前,29.941,,,,
7733,09/11/24 12:00:00 午後,30.343,,,,
7734,09/11/24 01:00:00 午後,30.495,,,,
7735,09/11/24 02:00:00 午後,30.621,,,,
7736,09/11/24 03:00:00 午後,30.722,,,,
7737,09/11/24 04:00:00 午後,30.722,,,,
7738,09/11/24 05:00:00 午後,30.798,,,,
7739,09/11/24 06:00:00 午後,30.773,,,,
7740,09/11/24 07:00:00 午後,30.722,,,,
7741,09/11/24 08:00:00 午後,30.722,,,,
7742,09/11/24 09:00:00 午後,30.596,,,,
7743,09/11/24 10:00:00 午後,30.52,,,,
7744,09/11/24 11:00:00 午後,30.52,,,,
7745,09/12/24 12:00:00 午前,30.52,,,,
7746,09/12/24 01:00:00 午前,30.571,,,,
7747,09/12/24 02:00:00 午前,30.545,,,,
7748,09/12/24 03:00:00 午前,30.495,,,,
7749,09/12/24 04:00:00 午前,30.318,,,,
7750,09/12/24 05:00:00 午前,30.444,,,,
7751,09/12/24 06:00:00 午前,30.192,,,,
7752,09/12/24 07:00:00 午前,30.192,,,,
7753,09/12/24 08:00:00 午前,30.268,,,,
7754,09/12/24 09:00:00 午前,30.394,,,,
7755,09/12/24 10:00:00 午前,30.495,,,,
7756,09/12/24 11:00:00 午前,30.369,,,,
7757,09/12/24 12:00:00 午後,30.369,,,,
7758,09/12/24 01:00:00 午後,30.318,,,,
7759,09/12/24 02:00:00 午後,30.243,,,,
7760,09/12/24 03:00:00 午後,30.419,,,,
7761,09/12/24 04:00:00 午後,30.52,,,,
7762,09/12/24 05:00:00 午後,30.52,,,,
7763,09/12/24 06:00:00 午後,30.545,,,,
7764,09/12/24 07:00:00 午後,30.571,,,,
7765,09/12/24 08:00:00 午後,30.722,,,,
7766,09/12/24 09:00:00 午後,30.722,,,,
7767,09/12/24 10:00:00 午後,30.824,,,,
7768,09/12/24 11:00:00 午後,30.748,,,,
7769,09/13/24 12:00:00 午前,30.697,,,,
7770,09/13/24 01:00:00 午前,30.748,,,,
7771,09/13/24 02:00:00 午前,30.748,,,,
7772,09/13/24 03:00:00 午前,30.697,,,,
7773,09/13/24 04:00:00 午前,30.672,,,,
7774,09/13/24 05:00:00 午前,30.621,,,,
7775,09/13/24 06:00:00 午前,30.495,,,,
7776,09/13/24 07:00:00 午前,30.469,,,,
7777,09/13/24 08:00:00 午前,30.369,,,,
7778,09/13/24 09:00:00 午前,30.52,,,,
7779,09/13/24 10:00:00 午前,30.621,,,,
7780,09/13/24 11:00:00 午前,30.646,,,,
7781,09/13/24 12:00:00 午後,30.596,,,,
7782,09/13/24 01:00:00 午後,30.444,,,,
7783,09/13/24 02:00:00 午後,30.495,,,,
7784,09/13/24 03:00:00 午後,30.571,,,,
7785,09/13/24 04:00:00 午後,30.596,,,,
7786,09/13/24 05:00:00 午後,30.495,,,,
7787,09/13/24 06:00:00 午後,30.444,,,,
7788,09/13/24 07:00:00 午後,30.419,,,,
7789,09/13/24 08:00:00 午後,30.343,,,,
7790,09/13/24 09:00:00 午後,30.318,,,,
7791,09/13/24 10:00:00 午後,29.665,,,,
7792,09/13/24 11:00:00 午後,29.64,,,,
7793,09/14/24 12:00:00 午前,30.016,,,,
7794,09/14/24 01:00:00 午前,30.343,,,,
7795,09/14/24 02:00:00 午前,30.318,,,,
7796,09/14/24 03:00:00 午前,30.268,,,,
7797,09/14/24 04:00:00 午前,30.217,,,,
7798,09/14/24 05:00:00 午前,30.167,,,,
7799,09/14/24 06:00:00 午前,30.091,,,,
7800,09/14/24 07:00:00 午前,30.016,,,,
7801,09/14/24 08:00:00 午前,30.016,,,,
7802,09/14/24 09:00:00 午前,30.066,,,,
7803,09/14/24 10:00:00 午前,30.167,,,,
7804,09/14/24 11:00:00 午前,30.293,,,,
7805,09/14/24 12:00:00 午後,30.293,,,,
7806,09/14/24 01:00:00 午後,30.318,,,,
7807,09/14/24 02:00:00 午後,30.394,,,,
7808,09/14/24 03:00:00 午後,30.545,,,,
7809,09/14/24 04:00:00 午後,30.545,,,,
7810,09/14/24 05:00:00 午後,30.545,,,,
7811,09/14/24 06:00:00 午後,30.444,,,,
7812,09/14/24 07:00:00 午後,30.117,,,,
7813,09/14/24 08:00:00 午後,30.142,,,,
7814,09/14/24 09:00:00 午後,30.142,,,,
7815,09/14/24 10:00:00 午後,30.167,,,,
7816,09/14/24 11:00:00 午後,30.167,,,,
7817,09/15/24 12:00:00 午前,30.243,,,,
7818,09/15/24 01:00:00 午前,30.268,,,,
7819,09/15/24 02:00:00 午前,30.243,,,,
7820,09/15/24 03:00:00 午前,30.192,,,,
7821,09/15/24 04:00:00 午前,30.167,,,,
7822,09/15/24 05:00:00 午前,30.142,,,,
7823,09/15/24 06:00:00 午前,30.117,,,,
7824,09/15/24 07:00:00 午前,30.066,,,,
7825,09/15/24 08:00:00 午前,30.117,,,,
7826,09/15/24 09:00:00 午前,30.192,,,,
7827,09/15/24 10:00:00 午前,30.217,,,,
7828,09/15/24 11:00:00 午前,30.343,,,,
7829,09/15/24 12:00:00 午後,30.268,,,,
7830,09/15/24 01:00:00 午後,30.545,,,,
7831,09/15/24 02:00:00 午後,30.545,,,,
7832,09/15/24 03:00:00 午後,30.596,,,,
7833,09/15/24 04:00:00 午後,30.925,,,,
7834,09/15/24 05:00:00 午後,30.9,,,,
7835,09/15/24 06:00:00 午後,30.849,,,,
7836,09/15/24 07:00:00 午後,30.849,,,,
7837,09/15/24 08:00:00 午後,30.824,,,,
7838,09/15/24 09:00:00 午後,30.469,,,,
7839,09/15/24 10:00:00 午後,30.343,,,,
7840,09/15/24 11:00:00 午後,30.117,,,,
7841,09/16/24 12:00:00 午前,30.217,,,,
7842,09/16/24 01:00:00 午前,30.293,,,,
7843,09/16/24 02:00:00 午前,30.268,,,,
7844,09/16/24 03:00:00 午前,30.369,,,,
7845,09/16/24 04:00:00 午前,30.293,,,,
7846,09/16/24 05:00:00 午前,30.243,,,,
7847,09/16/24 06:00:00 午前,30.293,,,,
7848,09/16/24 07:00:00 午前,30.268,,,,
7849,09/16/24 08:00:00 午前,30.217,,,,
7850,09/16/24 09:00:00 午前,30.217,,,,
7851,09/16/24 10:00:00 午前,30.243,,,,
7852,09/16/24 11:00:00 午前,30.167,,,,
7853,09/16/24 12:00:00 午後,30.217,,,,
7854,09/16/24 01:00:00 午後,28.419,,,,
7855,09/16/24 02:00:00 午後,29.941,,,,
7856,09/16/24 03:00:00 午後,29.89,,,,
7857,09/16/24 04:00:00 午後,29.79,,,,
7858,09/16/24 05:00:00 午後,29.84,,,,
7859,09/16/24 06:00:00 午後,29.991,,,,
7860,09/16/24 07:00:00 午後,29.991,,,,
7861,09/16/24 08:00:00 午後,29.991,,,,
7862,09/16/24 09:00:00 午後,29.414,,,,
7863,09/16/24 10:00:00 午後,29.215,,,,
7864,09/16/24 11:00:00 午後,29.64,,,,
7865,09/17/24 12:00:00 午前,29.665,,,,
7866,09/17/24 01:00:00 午前,29.74,,,,
7867,09/17/24 02:00:00 午前,29.79,,,,
7868,09/17/24 03:00:00 午前,29.765,,,,
7869,09/17/24 04:00:00 午前,29.79,,,,
7870,09/17/24 05:00:00 午前,29.69,,,,
7871,09/17/24 06:00:00 午前,29.74,,,,
7872,09/17/24 07:00:00 午前,29.84,,,,
7873,09/17/24 08:00:00 午前,30.041,,,,
7874,09/17/24 09:00:00 午前,29.765,,,,
7875,09/17/24 10:00:00 午前,29.89,,,,
7876,09/17/24 11:00:00 午前,29.89,,,,
7877,09/17/24 12:00:00 午後,30.016,,,,
7878,09/17/24 01:00:00 午後,29.365,,,,
7879,09/17/24 02:00:00 午後,29.991,,,,
7880,09/17/24 03:00:00 午後,29.84,,,,
7881,09/17/24 04:00:00 午後,30.041,,,,
7882,09/17/24 05:00:00 午後,30.091,,,,
7883,09/17/24 06:00:00 午後,30.066,,,,
7884,09/17/24 07:00:00 午後,30.066,,,,
7885,09/17/24 08:00:00 午後,29.49,,,,
7886,09/17/24 09:00:00 午後,29.665,,,,
7887,09/17/24 10:00:00 午後,29.69,,,,
7888,09/17/24 11:00:00 午後,29.74,,,,
7889,09/18/24 12:00:00 午前,29.015,,,,
7890,09/18/24 01:00:00 午前,28.891,,,,
7891,09/18/24 02:00:00 午前,28.916,,,,
7892,09/18/24 03:00:00 午前,29.414,,,,
7893,09/18/24 04:00:00 午前,29.439,,,,
7894,09/18/24 05:00:00 午前,29.365,,,,
7895,09/18/24 06:00:00 午前,29.34,,,,
7896,09/18/24 07:00:00 午前,29.265,,,,
7897,09/18/24 08:00:00 午前,29.464,,,,
7898,09/18/24 09:00:00 午前,29.64,,,,
