"プロット タイトル: 20054346_St56_20191209-"
"#","日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054346, SEN S/N: 20054346)","カプラー取り外し (LGR S/N: 20054346)","カプラー取り付け (LGR S/N: 20054346)","ホスト接続 (LGR S/N: 20054346)","停止済み (LGR S/N: 20054346)","ファイルの終わり (LGR S/N: 20054346)"
4979,03/22/20 04:00:00 午前,23.448,,,,,
4980,03/22/20 04:30:00 午前,23.448,,,,,
4981,03/22/20 05:00:00 午前,23.472,,,,,
4982,03/22/20 05:30:00 午前,23.497,,,,,
4983,03/22/20 06:00:00 午前,23.497,,,,,
4984,03/22/20 06:30:00 午前,23.497,,,,,
4985,03/22/20 07:00:00 午前,23.497,,,,,
4986,03/22/20 07:30:00 午前,23.521,,,,,
4987,03/22/20 08:00:00 午前,23.545,,,,,
4988,03/22/20 08:30:00 午前,23.569,,,,,
4989,03/22/20 09:00:00 午前,23.593,,,,,
4990,03/22/20 09:30:00 午前,23.641,,,,,
4991,03/22/20 10:00:00 午前,23.689,,,,,
4992,03/22/20 10:30:00 午前,23.737,,,,,
4993,03/22/20 11:00:00 午前,23.881,,,,,
4994,03/22/20 11:30:00 午前,24.026,,,,,
4995,03/22/20 12:00:00 午後,24.098,,,,,
4996,03/22/20 12:30:00 午後,24.315,,,,,
4997,03/22/20 01:00:00 午後,24.653,,,,,
4998,03/22/20 01:30:00 午後,25.089,,,,,
4999,03/22/20 02:00:00 午後,25.307,,,,,
5000,03/22/20 02:30:00 午後,25.695,,,,,
5001,03/22/20 03:00:00 午後,25.963,,,,,
5002,03/22/20 03:30:00 午後,25.987,,,,,
5003,03/22/20 04:00:00 午後,25.186,,,,,
5004,03/22/20 04:30:00 午後,24.798,,,,,
5005,03/22/20 05:00:00 午後,24.532,,,,,
5006,03/22/20 05:30:00 午後,24.412,,,,,
5007,03/22/20 06:00:00 午後,24.291,,,,,
5008,03/22/20 06:30:00 午後,24.146,,,,,
5009,03/22/20 07:00:00 午後,24.050,,,,,
5010,03/22/20 07:30:00 午後,24.002,,,,,
5011,03/22/20 08:00:00 午後,23.954,,,,,
5012,03/22/20 08:30:00 午後,23.954,,,,,
5013,03/22/20 09:00:00 午後,23.954,,,,,
5014,03/22/20 09:30:00 午後,24.122,,,,,
5015,03/22/20 10:00:00 午後,24.243,,,,,
5016,03/22/20 10:30:00 午後,24.291,,,,,
5017,03/22/20 11:00:00 午後,24.243,,,,,
5018,03/22/20 11:30:00 午後,24.195,,,,,
5019,03/23/20 12:00:00 午前,24.122,,,,,
5020,03/23/20 12:30:00 午前,24.026,,,,,
5021,03/23/20 01:00:00 午前,23.978,,,,,
5022,03/23/20 01:30:00 午前,23.978,,,,,
5023,03/23/20 02:00:00 午前,23.954,,,,,
5024,03/23/20 02:30:00 午前,23.930,,,,,
5025,03/23/20 03:00:00 午前,23.954,,,,,
5026,03/23/20 03:30:00 午前,23.713,,,,,
5027,03/23/20 04:00:00 午前,23.785,,,,,
5028,03/23/20 04:30:00 午前,23.881,,,,,
5029,03/23/20 05:00:00 午前,23.905,,,,,
5030,03/23/20 05:30:00 午前,23.978,,,,,
5031,03/23/20 06:00:00 午前,23.978,,,,,
5032,03/23/20 06:30:00 午前,23.978,,,,,
5033,03/23/20 07:00:00 午前,23.978,,,,,
5034,03/23/20 07:30:00 午前,23.954,,,,,
5035,03/23/20 08:00:00 午前,23.978,,,,,
5036,03/23/20 08:30:00 午前,23.978,,,,,
5037,03/23/20 09:00:00 午前,24.026,,,,,
5038,03/23/20 09:30:00 午前,24.098,,,,,
5039,03/23/20 10:00:00 午前,24.122,,,,,
5040,03/23/20 10:30:00 午前,24.195,,,,,
5041,03/23/20 11:00:00 午前,24.171,,,,,
5042,03/23/20 11:30:00 午前,24.195,,,,,
5043,03/23/20 12:00:00 午後,24.291,,,,,
5044,03/23/20 12:30:00 午後,24.315,,,,,
5045,03/23/20 01:00:00 午後,24.339,,,,,
5046,03/23/20 01:30:00 午後,24.267,,,,,
5047,03/23/20 02:00:00 午後,24.243,,,,,
5048,03/23/20 02:30:00 午後,24.074,,,,,
5049,03/23/20 03:00:00 午後,24.098,,,,,
5050,03/23/20 03:30:00 午後,24.122,,,,,
5051,03/23/20 04:00:00 午後,24.122,,,,,
5052,03/23/20 04:30:00 午後,24.098,,,,,
5053,03/23/20 05:00:00 午後,24.098,,,,,
5054,03/23/20 05:30:00 午後,24.074,,,,,
5055,03/23/20 06:00:00 午後,24.050,,,,,
5056,03/23/20 06:30:00 午後,24.002,,,,,
5057,03/23/20 07:00:00 午後,23.978,,,,,
5058,03/23/20 07:30:00 午後,23.930,,,,,
5059,03/23/20 08:00:00 午後,23.930,,,,,
5060,03/23/20 08:30:00 午後,23.881,,,,,
5061,03/23/20 09:00:00 午後,23.857,,,,,
5062,03/23/20 09:30:00 午後,23.833,,,,,
5063,03/23/20 10:00:00 午後,23.809,,,,,
5064,03/23/20 10:30:00 午後,23.761,,,,,
5065,03/23/20 11:00:00 午後,23.737,,,,,
5066,03/23/20 11:30:00 午後,23.689,,,,,
5067,03/24/20 12:00:00 午前,23.593,,,,,
5068,03/24/20 12:30:00 午前,23.497,,,,,
5069,03/24/20 01:00:00 午前,23.400,,,,,
5070,03/24/20 01:30:00 午前,23.352,,,,,
5071,03/24/20 02:00:00 午前,23.304,,,,,
5072,03/24/20 02:30:00 午前,23.280,,,,,
5073,03/24/20 03:00:00 午前,23.280,,,,,
5074,03/24/20 03:30:00 午前,23.232,,,,,
5075,03/24/20 04:00:00 午前,22.896,,,,,
5076,03/24/20 04:30:00 午前,23.400,,,,,
5077,03/24/20 05:00:00 午前,23.713,,,,,
5078,03/24/20 05:30:00 午前,23.761,,,,,
5079,03/24/20 06:00:00 午前,23.833,,,,,
5080,03/24/20 06:30:00 午前,23.833,,,,,
5081,03/24/20 07:00:00 午前,23.809,,,,,
5082,03/24/20 07:30:00 午前,23.809,,,,,
5083,03/24/20 08:00:00 午前,23.833,,,,,
5084,03/24/20 08:30:00 午前,23.785,,,,,
5085,03/24/20 09:00:00 午前,23.809,,,,,
5086,03/24/20 09:30:00 午前,23.905,,,,,
5087,03/24/20 10:00:00 午前,24.002,,,,,
5088,03/24/20 10:30:00 午前,24.171,,,,,
5089,03/24/20 11:00:00 午前,24.243,,,,,
5090,03/24/20 11:30:00 午前,24.243,,,,,
5091,03/24/20 12:00:00 午後,24.267,,,,,
5092,03/24/20 12:30:00 午後,24.388,,,,,
5093,03/24/20 01:00:00 午後,24.508,,,,,
5094,03/24/20 01:30:00 午後,24.702,,,,,
5095,03/24/20 02:00:00 午後,24.532,,,,,
5096,03/24/20 02:30:00 午後,24.412,,,,,
5097,03/24/20 03:00:00 午後,23.978,,,,,
5098,03/24/20 03:30:00 午後,23.689,,,,,
5099,03/24/20 04:00:00 午後,23.713,,,,,
5100,03/24/20 04:30:00 午後,23.737,,,,,
5101,03/24/20 05:00:00 午後,23.737,,,,,
5102,03/24/20 05:30:00 午後,23.761,,,,,
5103,03/24/20 06:00:00 午後,23.761,,,,,
5104,03/24/20 06:30:00 午後,23.761,,,,,
5105,03/24/20 07:00:00 午後,23.785,,,,,
5106,03/24/20 07:30:00 午後,23.761,,,,,
5107,03/24/20 08:00:00 午後,23.761,,,,,
5108,03/24/20 08:30:00 午後,23.737,,,,,
5109,03/24/20 09:00:00 午後,23.737,,,,,
5110,03/24/20 09:30:00 午後,23.689,,,,,
5111,03/24/20 10:00:00 午後,23.641,,,,,
5112,03/24/20 10:30:00 午後,23.617,,,,,
5113,03/24/20 11:00:00 午後,23.593,,,,,
5114,03/24/20 11:30:00 午後,23.569,,,,,
5115,03/25/20 12:00:00 午前,23.521,,,,,
5116,03/25/20 12:30:00 午前,23.448,,,,,
5117,03/25/20 01:00:00 午前,23.280,,,,,
5118,03/25/20 01:30:00 午前,23.088,,,,,
5119,03/25/20 02:00:00 午前,23.016,,,,,
5120,03/25/20 02:30:00 午前,22.896,,,,,
5121,03/25/20 03:00:00 午前,22.824,,,,,
5122,03/25/20 03:30:00 午前,22.776,,,,,
5123,03/25/20 04:00:00 午前,22.441,,,,,
5124,03/25/20 04:30:00 午前,23.136,,,,,
5125,03/25/20 05:00:00 午前,23.400,,,,,
5126,03/25/20 05:30:00 午前,23.472,,,,,
5127,03/25/20 06:00:00 午前,23.545,,,,,
5128,03/25/20 06:30:00 午前,23.593,,,,,
5129,03/25/20 07:00:00 午前,23.617,,,,,
5130,03/25/20 07:30:00 午前,23.641,,,,,
5131,03/25/20 08:00:00 午前,23.641,,,,,
5132,03/25/20 08:30:00 午前,23.689,,,,,
5133,03/25/20 09:00:00 午前,23.761,,,,,
5134,03/25/20 09:30:00 午前,23.833,,,,,
5135,03/25/20 10:00:00 午前,23.978,,,,,
5136,03/25/20 10:30:00 午前,24.219,,,,,
5137,03/25/20 11:00:00 午前,24.436,,,,,
5138,03/25/20 11:30:00 午前,24.677,,,,,
5139,03/25/20 12:00:00 午後,25.089,,,,,
5140,03/25/20 12:30:00 午後,25.453,,,,,
5141,03/25/20 01:00:00 午後,25.598,,,,,
5142,03/25/20 01:30:00 午後,25.963,,,,,
5143,03/25/20 02:00:00 午後,26.573,,,,,
5144,03/25/20 02:30:00 午後,26.769,,,,,
5145,03/25/20 03:00:00 午後,26.671,,,,,
5146,03/25/20 03:30:00 午後,26.842,,,,,
5147,03/25/20 04:00:00 午後,26.891,,,,,
5148,03/25/20 04:30:00 午後,25.355,,,,,
5149,03/25/20 05:00:00 午後,24.823,,,,,
5150,03/25/20 05:30:00 午後,24.412,,,,,
5151,03/25/20 06:00:00 午後,24.219,,,,,
5152,03/25/20 06:30:00 午後,24.098,,,,,
5153,03/25/20 07:00:00 午後,24.026,,,,,
5154,03/25/20 07:30:00 午後,23.954,,,,,
5155,03/25/20 08:00:00 午後,23.881,,,,,
5156,03/25/20 08:30:00 午後,23.833,,,,,
5157,03/25/20 09:00:00 午後,23.833,,,,,
5158,03/25/20 09:30:00 午後,23.809,,,,,
5159,03/25/20 10:00:00 午後,23.809,,,,,
5160,03/25/20 10:30:00 午後,23.785,,,,,
5161,03/25/20 11:00:00 午後,23.761,,,,,
5162,03/25/20 11:30:00 午後,23.785,,,,,
5163,03/26/20 12:00:00 午前,23.809,,,,,
5164,03/26/20 12:30:00 午前,23.785,,,,,
5165,03/26/20 01:00:00 午前,23.737,,,,,
5166,03/26/20 01:30:00 午前,23.689,,,,,
5167,03/26/20 02:00:00 午前,23.617,,,,,
5168,03/26/20 02:30:00 午前,23.497,,,,,
5169,03/26/20 03:00:00 午前,23.497,,,,,
5170,03/26/20 03:30:00 午前,23.448,,,,,
5171,03/26/20 04:00:00 午前,23.400,,,,,
5172,03/26/20 04:30:00 午前,23.040,,,,,
5173,03/26/20 05:00:00 午前,23.400,,,,,
5174,03/26/20 05:30:00 午前,23.569,,,,,
5175,03/26/20 06:00:00 午前,23.665,,,,,
5176,03/26/20 06:30:00 午前,23.737,,,,,
5177,03/26/20 07:00:00 午前,23.785,,,,,
5178,03/26/20 07:30:00 午前,23.809,,,,,
5179,03/26/20 08:00:00 午前,23.881,,,,,
5180,03/26/20 08:30:00 午前,23.905,,,,,
5181,03/26/20 09:00:00 午前,23.978,,,,,
5182,03/26/20 09:30:00 午前,24.026,,,,,
5183,03/26/20 10:00:00 午前,24.074,,,,,
5184,03/26/20 10:30:00 午前,24.171,,,,,
5185,03/26/20 11:00:00 午前,24.339,,,,,
5186,03/26/20 11:30:00 午前,24.484,,,,,
5187,03/26/20 12:00:00 午後,24.629,,,,,
5188,03/26/20 12:30:00 午後,24.774,,,,,
5189,03/26/20 01:00:00 午後,24.944,,,,,
5190,03/26/20 01:30:00 午後,25.137,,,,,
5191,03/26/20 02:00:00 午後,25.355,,,,,
5192,03/26/20 02:30:00 午後,25.695,,,,,
5193,03/26/20 03:00:00 午後,25.939,,,,,
5194,03/26/20 03:30:00 午後,25.987,,,,,
5195,03/26/20 04:00:00 午後,26.036,,,,,
5196,03/26/20 04:30:00 午後,26.109,,,,,
5197,03/26/20 05:00:00 午後,26.549,,,,,
5198,03/26/20 05:30:00 午後,25.744,,,,,
5199,03/26/20 06:00:00 午後,24.871,,,,,
5200,03/26/20 06:30:00 午後,24.363,,,,,
5201,03/26/20 07:00:00 午後,24.122,,,,,
5202,03/26/20 07:30:00 午後,24.002,,,,,
5203,03/26/20 08:00:00 午後,23.954,,,,,
5204,03/26/20 08:30:00 午後,23.954,,,,,
5205,03/26/20 09:00:00 午後,23.978,,,,,
5206,03/26/20 09:30:00 午後,23.978,,,,,
5207,03/26/20 10:00:00 午後,23.954,,,,,
5208,03/26/20 10:30:00 午後,23.954,,,,,
5209,03/26/20 11:00:00 午後,23.930,,,,,
5210,03/26/20 11:30:00 午後,23.905,,,,,
5211,03/27/20 12:00:00 午前,23.978,,,,,
5212,03/27/20 12:30:00 午前,24.219,,,,,
5213,03/27/20 01:00:00 午前,24.363,,,,,
5214,03/27/20 01:30:00 午前,24.412,,,,,
5215,03/27/20 02:00:00 午前,24.363,,,,,
5216,03/27/20 02:30:00 午前,24.315,,,,,
5217,03/27/20 03:00:00 午前,24.267,,,,,
5218,03/27/20 03:30:00 午前,24.243,,,,,
5219,03/27/20 04:00:00 午前,24.243,,,,,
5220,03/27/20 04:30:00 午前,24.171,,,,,
5221,03/27/20 05:00:00 午前,24.146,,,,,
5222,03/27/20 05:30:00 午前,24.171,,,,,
5223,03/27/20 06:00:00 午前,24.098,,,,,
5224,03/27/20 06:30:00 午前,24.026,,,,,
5225,03/27/20 07:00:00 午前,24.002,,,,,
5226,03/27/20 07:30:00 午前,24.002,,,,,
5227,03/27/20 08:00:00 午前,24.026,,,,,
5228,03/27/20 08:30:00 午前,24.074,,,,,
5229,03/27/20 09:00:00 午前,24.026,,,,,
5230,03/27/20 09:30:00 午前,23.978,,,,,
5231,03/27/20 10:00:00 午前,23.978,,,,,
5232,03/27/20 10:30:00 午前,23.978,,,,,
5233,03/27/20 11:00:00 午前,24.026,,,,,
5234,03/27/20 11:30:00 午前,24.122,,,,,
5235,03/27/20 12:00:00 午後,24.050,,,,,
5236,03/27/20 12:30:00 午後,24.098,,,,,
5237,03/27/20 01:00:00 午後,24.074,,,,,
5238,03/27/20 01:30:00 午後,24.074,,,,,
5239,03/27/20 02:00:00 午後,24.122,,,,,
5240,03/27/20 02:30:00 午後,24.098,,,,,
5241,03/27/20 03:00:00 午後,24.074,,,,,
5242,03/27/20 03:30:00 午後,24.074,,,,,
5243,03/27/20 04:00:00 午後,23.954,,,,,
5244,03/27/20 04:30:00 午後,23.954,,,,,
5245,03/27/20 05:00:00 午後,23.905,,,,,
5246,03/27/20 05:30:00 午後,23.737,,,,,
5247,03/27/20 06:00:00 午後,23.593,,,,,
5248,03/27/20 06:30:00 午後,23.689,,,,,
5249,03/27/20 07:00:00 午後,23.737,,,,,
5250,03/27/20 07:30:00 午後,23.761,,,,,
5251,03/27/20 08:00:00 午後,23.785,,,,,
5252,03/27/20 08:30:00 午後,23.785,,,,,
5253,03/27/20 09:00:00 午後,23.809,,,,,
5254,03/27/20 09:30:00 午後,23.833,,,,,
5255,03/27/20 10:00:00 午後,23.809,,,,,
5256,03/27/20 10:30:00 午後,23.785,,,,,
5257,03/27/20 11:00:00 午後,23.737,,,,,
5258,03/27/20 11:30:00 午後,23.713,,,,,
5259,03/28/20 12:00:00 午前,23.689,,,,,
5260,03/28/20 12:30:00 午前,23.641,,,,,
5261,03/28/20 01:00:00 午前,23.593,,,,,
5262,03/28/20 01:30:00 午前,23.569,,,,,
5263,03/28/20 02:00:00 午前,23.545,,,,,
5264,03/28/20 02:30:00 午前,23.497,,,,,
5265,03/28/20 03:00:00 午前,23.448,,,,,
5266,03/28/20 03:30:00 午前,23.400,,,,,
5267,03/28/20 04:00:00 午前,23.352,,,,,
5268,03/28/20 04:30:00 午前,23.184,,,,,
5269,03/28/20 05:00:00 午前,23.160,,,,,
5270,03/28/20 05:30:00 午前,23.064,,,,,
5271,03/28/20 06:00:00 午前,23.304,,,,,
5272,03/28/20 06:30:00 午前,23.521,,,,,
5273,03/28/20 07:00:00 午前,23.689,,,,,
5274,03/28/20 07:30:00 午前,23.761,,,,,
5275,03/28/20 08:00:00 午前,23.785,,,,,
5276,03/28/20 08:30:00 午前,23.809,,,,,
5277,03/28/20 09:00:00 午前,23.785,,,,,
5278,03/28/20 09:30:00 午前,23.809,,,,,
5279,03/28/20 10:00:00 午前,23.785,,,,,
5280,03/28/20 10:30:00 午前,23.641,,,,,
5281,03/28/20 11:00:00 午前,23.521,,,,,
5282,03/28/20 11:30:00 午前,23.448,,,,,
5283,03/28/20 12:00:00 午後,23.352,,,,,
5284,03/28/20 12:30:00 午後,23.208,,,,,
5285,03/28/20 01:00:00 午後,23.160,,,,,
5286,03/28/20 01:30:00 午後,23.112,,,,,
5287,03/28/20 02:00:00 午後,23.112,,,,,
5288,03/28/20 02:30:00 午後,23.088,,,,,
5289,03/28/20 03:00:00 午後,23.136,,,,,
5290,03/28/20 03:30:00 午後,23.112,,,,,
5291,03/28/20 04:00:00 午後,23.160,,,,,
5292,03/28/20 04:30:00 午後,23.112,,,,,
5293,03/28/20 05:00:00 午後,22.992,,,,,
5294,03/28/20 05:30:00 午後,22.753,,,,,
5295,03/28/20 06:00:00 午後,22.753,,,,,
5296,03/28/20 06:30:00 午後,23.160,,,,,
5297,03/28/20 07:00:00 午後,23.376,,,,,
5298,03/28/20 07:30:00 午後,23.424,,,,,
5299,03/28/20 08:00:00 午後,23.400,,,,,
5300,03/28/20 08:30:00 午後,23.448,,,,,
5301,03/28/20 09:00:00 午後,23.448,,,,,
5302,03/28/20 09:30:00 午後,23.424,,,,,
5303,03/28/20 10:00:00 午後,23.448,,,,,
5304,03/28/20 10:30:00 午後,23.521,,,,,
5305,03/28/20 11:00:00 午後,23.497,,,,,
5306,03/28/20 11:30:00 午後,23.521,,,,,
5307,03/29/20 12:00:00 午前,23.521,,,,,
5308,03/29/20 12:30:00 午前,23.497,,,,,
5309,03/29/20 01:00:00 午前,23.448,,,,,
5310,03/29/20 01:30:00 午前,23.448,,,,,
5311,03/29/20 02:00:00 午前,23.376,,,,,
5312,03/29/20 02:30:00 午前,23.400,,,,,
5313,03/29/20 03:00:00 午前,23.352,,,,,
5314,03/29/20 03:30:00 午前,23.280,,,,,
5315,03/29/20 04:00:00 午前,23.352,,,,,
5316,03/29/20 04:30:00 午前,23.352,,,,,
5317,03/29/20 05:00:00 午前,23.400,,,,,
5318,03/29/20 05:30:00 午前,23.448,,,,,
5319,03/29/20 06:00:00 午前,23.448,,,,,
5320,03/29/20 06:30:00 午前,23.521,,,,,
5321,03/29/20 07:00:00 午前,23.593,,,,,
5322,03/29/20 07:30:00 午前,23.593,,,,,
5323,03/29/20 08:00:00 午前,23.665,,,,,
5324,03/29/20 08:30:00 午前,23.689,,,,,
5325,03/29/20 09:00:00 午前,23.809,,,,,
5326,03/29/20 09:30:00 午前,23.905,,,,,
5327,03/29/20 10:00:00 午前,23.905,,,,,
5328,03/29/20 10:30:00 午前,23.978,,,,,
5329,03/29/20 11:00:00 午前,24.146,,,,,
5330,03/29/20 11:30:00 午前,24.315,,,,,
5331,03/29/20 12:00:00 午後,24.315,,,,,
5332,03/29/20 12:30:00 午後,24.388,,,,,
5333,03/29/20 01:00:00 午後,24.412,,,,,
5334,03/29/20 01:30:00 午後,24.508,,,,,
5335,03/29/20 02:00:00 午後,24.702,,,,,
5336,03/29/20 02:30:00 午後,24.750,,,,,
5337,03/29/20 03:00:00 午後,24.702,,,,,
5338,03/29/20 03:30:00 午後,24.605,,,,,
5339,03/29/20 04:00:00 午後,24.605,,,,,
5340,03/29/20 04:30:00 午後,24.412,,,,,
5341,03/29/20 05:00:00 午後,24.339,,,,,
5342,03/29/20 05:30:00 午後,24.195,,,,,
5343,03/29/20 06:00:00 午後,24.122,,,,,
5344,03/29/20 06:30:00 午後,24.026,,,,,
5345,03/29/20 07:00:00 午後,23.978,,,,,
5346,03/29/20 07:30:00 午後,23.978,,,,,
5347,03/29/20 08:00:00 午後,23.978,,,,,
5348,03/29/20 08:30:00 午後,23.978,,,,,
5349,03/29/20 09:00:00 午後,23.978,,,,,
5350,03/29/20 09:30:00 午後,23.954,,,,,
5351,03/29/20 10:00:00 午後,23.954,,,,,
5352,03/29/20 10:30:00 午後,23.954,,,,,
5353,03/29/20 11:00:00 午後,23.905,,,,,
5354,03/29/20 11:30:00 午後,23.881,,,,,
5355,03/30/20 12:00:00 午前,23.857,,,,,
5356,03/30/20 12:30:00 午前,23.833,,,,,
5357,03/30/20 01:00:00 午前,23.785,,,,,
5358,03/30/20 01:30:00 午前,23.785,,,,,
5359,03/30/20 02:00:00 午前,23.785,,,,,
5360,03/30/20 02:30:00 午前,23.737,,,,,
5361,03/30/20 03:00:00 午前,23.737,,,,,
5362,03/30/20 03:30:00 午前,23.713,,,,,
5363,03/30/20 04:00:00 午前,23.761,,,,,
5364,03/30/20 04:30:00 午前,23.737,,,,,
5365,03/30/20 05:00:00 午前,23.761,,,,,
5366,03/30/20 05:30:00 午前,23.761,,,,,
5367,03/30/20 06:00:00 午前,23.809,,,,,
5368,03/30/20 06:30:00 午前,23.785,,,,,
5369,03/30/20 07:00:00 午前,23.809,,,,,
5370,03/30/20 07:30:00 午前,23.881,,,,,
5371,03/30/20 08:00:00 午前,23.954,,,,,
5372,03/30/20 08:30:00 午前,24.026,,,,,
5373,03/30/20 09:00:00 午前,24.050,,,,,
5374,03/30/20 09:30:00 午前,24.074,,,,,
5375,03/30/20 10:00:00 午前,24.074,,,,,
5376,03/30/20 10:30:00 午前,24.050,,,,,
5377,03/30/20 11:00:00 午前,24.388,,,,,
5378,03/30/20 11:30:00 午前,24.629,,,,,
5379,03/30/20 12:00:00 午後,24.823,,,,,
5380,03/30/20 12:30:00 午後,25.065,,,,,
5381,03/30/20 01:00:00 午後,25.089,,,,,
5382,03/30/20 01:30:00 午後,24.992,,,,,
5383,03/30/20 02:00:00 午後,25.210,,,,,
5384,03/30/20 02:30:00 午後,25.186,,,,,
5385,03/30/20 03:00:00 午後,25.380,,,,,
5386,03/30/20 03:30:00 午後,25.525,,,,,
5387,03/30/20 04:00:00 午後,25.525,,,,,
5388,03/30/20 04:30:00 午後,25.525,,,,,
5389,03/30/20 05:00:00 午後,25.501,,,,,
5390,03/30/20 05:30:00 午後,25.355,,,,,
5391,03/30/20 06:00:00 午後,25.210,,,,,
5392,03/30/20 06:30:00 午後,24.798,,,,,
5393,03/30/20 07:00:00 午後,23.978,,,,,
5394,03/30/20 07:30:00 午後,23.857,,,,,
5395,03/30/20 08:00:00 午後,23.833,,,,,
5396,03/30/20 08:30:00 午後,23.857,,,,,
5397,03/30/20 09:00:00 午後,23.857,,,,,
5398,03/30/20 09:30:00 午後,23.881,,,,,
5399,03/30/20 10:00:00 午後,23.881,,,,,
5400,03/30/20 10:30:00 午後,23.881,,,,,
5401,03/30/20 11:00:00 午後,23.905,,,,,
5402,03/30/20 11:30:00 午後,23.905,,,,,
5403,03/31/20 12:00:00 午前,23.905,,,,,
5404,03/31/20 12:30:00 午前,23.881,,,,,
5405,03/31/20 01:00:00 午前,23.881,,,,,
5406,03/31/20 01:30:00 午前,23.881,,,,,
5407,03/31/20 02:00:00 午前,23.881,,,,,
5408,03/31/20 02:30:00 午前,23.857,,,,,
5409,03/31/20 03:00:00 午前,23.833,,,,,
5410,03/31/20 03:30:00 午前,23.857,,,,,
5411,03/31/20 04:00:00 午前,23.833,,,,,
5412,03/31/20 04:30:00 午前,23.833,,,,,
5413,03/31/20 05:00:00 午前,23.833,,,,,
5414,03/31/20 05:30:00 午前,23.857,,,,,
5415,03/31/20 06:00:00 午前,23.905,,,,,
5416,03/31/20 06:30:00 午前,23.881,,,,,
5417,03/31/20 07:00:00 午前,23.905,,,,,
5418,03/31/20 07:30:00 午前,23.930,,,,,
5419,03/31/20 08:00:00 午前,23.954,,,,,
5420,03/31/20 08:30:00 午前,24.002,,,,,
5421,03/31/20 09:00:00 午前,24.074,,,,,
5422,03/31/20 09:30:00 午前,24.098,,,,,
5423,03/31/20 10:00:00 午前,24.122,,,,,
5424,03/31/20 10:30:00 午前,24.146,,,,,
5425,03/31/20 11:00:00 午前,24.146,,,,,
5426,03/31/20 11:30:00 午前,24.146,,,,,
5427,03/31/20 12:00:00 午後,24.291,,,,,
5428,03/31/20 12:30:00 午後,24.363,,,,,
5429,03/31/20 01:00:00 午後,24.653,,,,,
5430,03/31/20 01:30:00 午後,24.750,,,,,
5431,03/31/20 02:00:00 午後,24.895,,,,,
5432,03/31/20 02:30:00 午後,24.992,,,,,
5433,03/31/20 03:00:00 午後,24.992,,,,,
5434,03/31/20 03:30:00 午後,25.089,,,,,
5435,03/31/20 04:00:00 午後,25.137,,,,,
5436,03/31/20 04:30:00 午後,25.040,,,,,
5437,03/31/20 05:00:00 午後,24.944,,,,,
5438,03/31/20 05:30:00 午後,24.798,,,,,
5439,03/31/20 06:00:00 午後,24.677,,,,,
5440,03/31/20 06:30:00 午後,24.532,,,,,
5441,03/31/20 07:00:00 午後,24.363,,,,,
5442,03/31/20 07:30:00 午後,24.267,,,,,
5443,03/31/20 08:00:00 午後,24.243,,,,,
5444,03/31/20 08:30:00 午後,24.243,,,,,
5445,03/31/20 09:00:00 午後,24.243,,,,,
5446,03/31/20 09:30:00 午後,24.243,,,,,
5447,03/31/20 10:00:00 午後,24.243,,,,,
5448,03/31/20 10:30:00 午後,24.219,,,,,
5449,03/31/20 11:00:00 午後,24.195,,,,,
5450,03/31/20 11:30:00 午後,24.195,,,,,
5451,04/01/20 12:00:00 午前,24.195,,,,,
5452,04/01/20 12:30:00 午前,24.195,,,,,
5453,04/01/20 01:00:00 午前,24.171,,,,,
5454,04/01/20 01:30:00 午前,24.171,,,,,
5455,04/01/20 02:00:00 午前,24.171,,,,,
5456,04/01/20 02:30:00 午前,24.146,,,,,
5457,04/01/20 03:00:00 午前,24.146,,,,,
5458,04/01/20 03:30:00 午前,24.122,,,,,
5459,04/01/20 04:00:00 午前,24.098,,,,,
5460,04/01/20 04:30:00 午前,24.074,,,,,
5461,04/01/20 05:00:00 午前,24.074,,,,,
5462,04/01/20 05:30:00 午前,24.074,,,,,
5463,04/01/20 06:00:00 午前,24.074,,,,,
5464,04/01/20 06:30:00 午前,24.050,,,,,
5465,04/01/20 07:00:00 午前,24.050,,,,,
5466,04/01/20 07:30:00 午前,24.026,,,,,
5467,04/01/20 08:00:00 午前,24.002,,,,,
5468,04/01/20 08:30:00 午前,23.930,,,,,
5469,04/01/20 09:00:00 午前,23.905,,,,,
5470,04/01/20 09:30:00 午前,23.930,,,,,
5471,04/01/20 10:00:00 午前,23.930,,,,,
5472,04/01/20 10:30:00 午前,24.002,,,,,
5473,04/01/20 11:00:00 午前,24.050,,,,,
5474,04/01/20 11:30:00 午前,24.074,,,,,
5475,04/01/20 12:00:00 午後,24.002,,,,,
5476,04/01/20 12:30:00 午後,23.978,,,,,
5477,04/01/20 01:00:00 午後,24.002,,,,,
5478,04/01/20 01:30:00 午後,23.978,,,,,
5479,04/01/20 02:00:00 午後,23.930,,,,,
5480,04/01/20 02:30:00 午後,23.881,,,,,
5481,04/01/20 03:00:00 午後,23.809,,,,,
5482,04/01/20 03:30:00 午後,23.713,,,,,
5483,04/01/20 04:00:00 午後,23.689,,,,,
5484,04/01/20 04:30:00 午後,23.641,,,,,
5485,04/01/20 05:00:00 午後,23.593,,,,,
5486,04/01/20 05:30:00 午後,23.569,,,,,
5487,04/01/20 06:00:00 午後,23.497,,,,,
5488,04/01/20 06:30:00 午後,23.448,,,,,
5489,04/01/20 07:00:00 午後,23.376,,,,,
